2020-10-29T10:12:08.882205,1.5426,383.3784
2020-10-29T10:12:09.423714,1.4364,372.2760
2020-10-29T10:12:09.960320,1.4418,365.5422
2020-10-29T10:12:10.496442,1.4316,366.8436
2020-10-29T10:12:11.033134,1.4364,375.3594
2020-10-29T10:12:11.569548,1.5432,386.7102
2020-10-29T10:12:12.105995,1.5414,393.6600
2020-10-29T10:12:12.642379,1.6338,390.7278
2020-10-29T10:12:13.178712,2.0532,381.6288
2020-10-29T10:12:13.715079,2.3856,380.5758
2020-10-29T10:12:14.251460,2.5242,385.1496
2020-10-29T10:12:14.787669,2.6376,380.9916
2020-10-29T10:12:15.323642,2.8356,378.1674
2020-10-29T10:12:15.860336,2.9526,369.7704
2020-10-29T10:12:16.396469,2.9532,369.7758
2020-10-29T10:12:16.932616,2.8356,367.6374
2020-10-29T10:12:17.468796,2.7276,364.1058
2020-10-29T10:12:18.005159,2.7282,364.1112
2020-10-29T10:12:18.541620,2.8368,366.8544
2020-10-29T10:12:19.077956,2.8398,368.3718
2020-10-29T10:12:19.614454,2.8452,366.8814
2020-10-29T10:12:20.150763,2.8404,370.2942
2020-10-29T10:12:20.687108,2.8440,372.4920
2020-10-29T10:12:21.223530,2.7240,372.5514
2020-10-29T10:12:21.759559,2.6706,368.3286
2020-10-29T10:12:22.295022,2.8440,361.1952
2020-10-29T10:12:22.831676,3.1494,362.7396
2020-10-29T10:12:23.367955,3.2418,362.6370
2020-10-29T10:12:23.904427,3.3492,355.9518
2020-10-29T10:12:24.440612,3.2364,349.7148
2020-10-29T10:12:24.977168,2.9868,360.9198
2020-10-29T10:12:25.513319,2.9412,364.0410
2020-10-29T10:12:26.049552,2.9460,348.6294
2020-10-29T10:12:26.585525,3.0342,355.5846
2020-10-29T10:12:27.121958,3.0372,362.7720
2020-10-29T10:12:27.658310,3.0396,359.8398
2020-10-29T10:12:28.194598,2.9448,359.1702
2020-10-29T10:12:28.730683,2.9454,367.5780
2020-10-29T10:12:29.267018,3.1416,376.7364
2020-10-29T10:12:29.803483,3.2388,368.3664
2020-10-29T10:12:30.339564,3.2340,365.5368
2020-10-29T10:12:30.875169,3.3402,369.7488
2020-10-29T10:12:31.411469,3.3390,362.6802
2020-10-29T10:12:31.947667,3.4344,362.7396
2020-10-29T10:12:32.483774,3.4416,362.6964
2020-10-29T10:12:33.020473,3.4428,361.2276
2020-10-29T10:12:33.556021,3.3456,362.7018
2020-10-29T10:12:34.092146,3.4368,365.4288
2020-10-29T10:12:34.628615,3.4296,369.7812
2020-10-29T10:12:35.164879,3.3432,368.3232
2020-10-29T10:12:35.701438,3.2838,366.3306
2020-10-29T10:12:36.237470,3.3258,362.7342
2020-10-29T10:12:36.774054,3.5424,364.1382
2020-10-29T10:12:37.310187,3.5346,371.1636
2020-10-29T10:12:37.846624,3.3462,373.9932
2020-10-29T10:12:38.383033,3.6360,386.2674
2020-10-29T10:12:38.919414,3.7434,373.2534
2020-10-29T10:12:39.455724,3.5064,379.1340
2020-10-29T10:12:39.991938,3.4686,372.4650
2020-10-29T10:12:40.528293,3.3408,368.3934
2020-10-29T10:12:41.064645,3.1416,372.5244
2020-10-29T10:12:41.600763,3.1428,376.6716
2020-10-29T10:12:42.137154,3.1536,373.8960
2020-10-29T10:12:42.673575,2.9430,372.4812
2020-10-29T10:12:43.209098,2.6418,369.9702
2020-10-29T10:12:43.745385,2.8716,369.7434
2020-10-29T10:12:44.281524,2.9460,365.4612
2020-10-29T10:12:44.817555,2.8374,365.4612
2020-10-29T10:12:45.353113,2.6424,368.3772
2020-10-29T10:12:45.889388,2.2326,366.9300
2020-10-29T10:12:46.425535,2.1354,373.9122
2020-10-29T10:12:46.961089,2.4360,380.6892
2020-10-29T10:12:47.497337,2.3334,378.1188
2020-10-29T10:12:48.033589,2.2356,371.1042
2020-10-29T10:12:48.569806,2.4480,372.4920
2020-10-29T10:12:49.106356,2.6412,373.9662
2020-10-29T10:12:49.642539,2.9400,376.8552
2020-10-29T10:12:50.178662,3.1398,384.5556
2020-10-29T10:12:50.715009,3.1842,375.7914
2020-10-29T10:12:51.251270,3.4176,379.4904
2020-10-29T10:12:51.787380,3.5418,379.5120
2020-10-29T10:12:52.323425,3.6360,371.1420
2020-10-29T10:12:52.860098,3.7488,383.7726
2020-10-29T10:12:53.396523,3.7440,387.6498
2020-10-29T10:12:53.932700,3.5394,376.1910
2020-10-29T10:12:54.469279,3.5412,382.8276
2020-10-29T10:12:55.005540,3.5928,386.6130
2020-10-29T10:12:55.542102,3.7398,390.7872
2020-10-29T10:12:56.078478,4.2432,396.4356
2020-10-29T10:12:56.614846,4.4388,390.7548
2020-10-29T10:12:57.151371,4.3224,399.9024
2020-10-29T10:12:57.687694,4.2402,397.8882
2020-10-29T10:12:58.224338,4.1814,393.5412
2020-10-29T10:12:58.760629,4.4358,399.2760
2020-10-29T10:12:59.296848,4.3344,395.0478
2020-10-29T10:12:59.833535,4.2444,389.4318
2020-10-29T10:13:00.369624,4.2390,389.3022
2020-10-29T10:13:00.906342,4.1238,394.3296
2020-10-29T10:13:01.442758,4.1286,388.0494
2020-10-29T10:13:01.979031,4.1370,394.4592
